graph,label,target_prompt,target_position,source_position
"[['arch', 'is in', '<extra_id_0>']]",church,summarize: arch is in <extra_id_0>,5,2
"[['exacting', 'is a form of', '<extra_id_0>']]",exact,summarize: exacting is a form of <extra_id_0>,9,5
"[['row', 'is used for', '<extra_id_0>']]",propulsion,summarize: row is used for <extra_id_0>,6,3
"[['trees', 'is capable of', '<extra_id_0>']]",grow,summarize: trees is capable of <extra_id_0>,6,3
"[['mammoth', 'is in', '<extra_id_0>']]",peat,summarize: mammoth is in <extra_id_0>,8,2
"[['cafe', 'is a form of', '<extra_id_0>']]",café,summarize: cafe is a form of <extra_id_0>,8,5
"[['making bread', 'has subevent', '<extra_id_0>']]",proof,summarize: making bread has subevent <extra_id_0>,8,4
"[['ice rinks', 'is a form of', '<extra_id_0>']]",ice rink,summarize: ice rinks is a form of <extra_id_0>,12,5
"[['isocyanide', 'has context', '<extra_id_0>']]",chemistry,summarize: isocyanide has context <extra_id_0>,8,2
"[['cigarette smoking', 'causes', '<extra_id_0>']]",cancer,summarize: cigarette smoking causes <extra_id_0>,6,1
"[['trim', 'is a manner of', '<extra_id_0>']]",be,summarize: trim is a manner of <extra_id_0>,8,5
"[['have examination', 'is motivated by', '<extra_id_0>']]",hurts,summarize: have examination is motivated by <extra_id_0>,7,3
"[['wait turn', 'is motivated by', '<extra_id_0>']]",fair,summarize: wait turn is motivated by <extra_id_0>,7,3
"[['play violin', 'is motivated by', '<extra_id_0>']]",hear music,summarize: play violin is motivated by <extra_id_0>,7,3
"[['horn', 'is a part of', '<extra_id_0>']]",auto,summarize: horn is a part of <extra_id_0>,9,5
"[['string', 'is a manner of', '<extra_id_0>']]",add,summarize: string is a manner of <extra_id_0>,8,5
"[['buy products', 'is motivated by', '<extra_id_0>']]",loan,summarize: buy products is motivated by <extra_id_0>,7,3
"[['celebrating', 'has subevent', '<extra_id_0>']]",bonfire,summarize: celebrating has subevent <extra_id_0>,7,4
"[['geminate', 'is a manner of', '<extra_id_0>']]",double,summarize: geminate is a manner of <extra_id_0>,9,5
"[['mustard seed', 'is a part of', '<extra_id_0>']]",black mustard,summarize: mustard seed is a part of <extra_id_0>,9,5
"[['sonar', 'is a', '<extra_id_0>']]",measuring instrument,summarize: sonar is a <extra_id_0>,7,3
"[['unit price', 'has context', '<extra_id_0>']]",business,summarize: unit price has context <extra_id_0>,6,2
"[['go to performance', 'has subevent', '<extra_id_0>']]",sings,summarize: go to performance has subevent <extra_id_0>,9,4
"[['brutal', 'is an antonym of', '<extra_id_0>']]",gentle,summarize: brutal is an antonym of <extra_id_0>,9,6
"[['restatement', 'has context', '<extra_id_0>']]",legal,summarize: restatement has context <extra_id_0>,7,2
"[['perfume', 'is a', '<extra_id_0>']]",liquid,summarize: perfume is a <extra_id_0>,6,3
"[['cull', 'has context', '<extra_id_0>']]",dialectal,summarize: cull has context <extra_id_0>,6,2
"[['lumination', 'is an antonym of', '<extra_id_0>']]",darkening,summarize: lumination is an antonym of <extra_id_0>,10,6
"[['friends', 'causes desire', '<extra_id_0>']]",play poker,summarize: friends causes desire <extra_id_0>,5,2
"[['darker', 'is a form of', '<extra_id_0>']]",dark,summarize: darker is a form of <extra_id_0>,8,5
"[['cleaning room', 'has prerequisite', '<extra_id_0>']]",tools,summarize: cleaning room has prerequisite <extra_id_0>,6,2
"[['imp', 'is a synonym of', '<extra_id_0>']]",prankster,summarize: imp is a synonym of <extra_id_0>,8,5
"[['labia minora', 'is a part of', '<extra_id_0>']]",vulva,summarize: labia minora is a part of <extra_id_0>,11,5
"[['see double', 'is a manner of', '<extra_id_0>']]",misperceive,summarize: see double is a manner of <extra_id_0>,9,5
"[['hyperglycemia', 'is a', '<extra_id_0>']]",symptom,summarize: hyperglycemia is a <extra_id_0>,10,3
"[['ensorcel', 'is a form of', '<extra_id_0>']]",ensorcell,summarize: ensorcel is a form of <extra_id_0>,12,5
"[['bill', 'is an antonym of', '<extra_id_0>']]",straight,summarize: bill is an antonym of <extra_id_0>,9,6
"[['lassie', 'is distinct from', '<extra_id_0>']]",youth,summarize: lassie is distinct from <extra_id_0>,8,3
"[['climbing', 'has prerequisite', '<extra_id_0>']]",arms,summarize: climbing has prerequisite <extra_id_0>,5,2
"[['dog', 'is distinct from', '<extra_id_0>']]",cut,summarize: dog is distinct from <extra_id_0>,6,3
"[['falling in love', 'causes desire', '<extra_id_0>']]",propose to woman,summarize: falling in love causes desire <extra_id_0>,7,2
"[['getting good grade', 'causes', '<extra_id_0>']]",respect,summarize: getting good grade causes <extra_id_0>,6,1
"[['pack', 'is a part of', '<extra_id_0>']]",buffy vampire slayer,summarize: pack is a part of <extra_id_0>,8,5
"[['friendship', 'causes desire', '<extra_id_0>']]",play game with friends,summarize: friendship causes desire <extra_id_0>,5,2
"[['school kids', 'is capable of', '<extra_id_0>']]",playing sports,summarize: school kids is capable of <extra_id_0>,7,3
"[['pillow', 'is a manner of', '<extra_id_0>']]",put,summarize: pillow is a manner of <extra_id_0>,8,5
"[['whitespace', 'is a form of', '<extra_id_0>']]",white space,summarize: whitespace is a form of <extra_id_0>,9,5
"[['e', 'is a form of', '<extra_id_0>']]",e sharp,summarize: e is a form of <extra_id_0>,9,5
"[['co processor', 'is a form of', '<extra_id_0>']]",coprocessor,summarize: co processor is a form of <extra_id_0>,9,5
"[['conciliate', 'is a synonym of', '<extra_id_0>']]",pacify,summarize: conciliate is a synonym of <extra_id_0>,10,5
"[['falling water', 'is in', '<extra_id_0>']]",waterfall,summarize: falling water is in <extra_id_0>,6,2
"[['woodcarving', 'is a', '<extra_id_0>']]",intelligent agent activity,summarize: woodcarving is a <extra_id_0>,8,3
"[['menopause', 'is a part of', '<extra_id_0>']]",middle age,summarize: menopause is a part of <extra_id_0>,10,5
"[['cops', 'causes desire', '<extra_id_0>']]",go for run,summarize: cops causes desire <extra_id_0>,6,2
"[['preferential', 'is a synonym of', '<extra_id_0>']]",discriminatory,summarize: preferential is a synonym of <extra_id_0>,9,5
"[['writing story', 'has subevent', '<extra_id_0>']]",fatigue,summarize: writing story has subevent <extra_id_0>,8,4
"[['turn away', 'is a synonym of', '<extra_id_0>']]",divert,summarize: turn away is a synonym of <extra_id_0>,9,5
"[['send criminal to prison', 'has prerequisite', '<extra_id_0>']]",proof,summarize: send criminal to prison has prerequisite <extra_id_0>,8,2
"[['snakes', 'is', '<extra_id_0>']]",venomous,summarize: snakes is <extra_id_0>,5,1
"[['brian', 'is', '<extra_id_0>']]",nuts,summarize: brian is <extra_id_0>,6,1
"[['captain', 'is capable of', '<extra_id_0>']]",ring bell,summarize: captain is capable of <extra_id_0>,6,3
"[['lighting match', 'causes', '<extra_id_0>']]",illumination,summarize: lighting match causes <extra_id_0>,5,1
"[['serving justice', 'causes', '<extra_id_0>']]",fairness,summarize: serving justice causes <extra_id_0>,5,1
"[['fungi', 'is a form of', '<extra_id_0>']]",fungee,summarize: fungi is a form of <extra_id_0>,10,5
"[['visual cell', 'is a part of', '<extra_id_0>']]",retina,summarize: visual cell is a part of <extra_id_0>,9,5
"[['take exam', 'has subevent', '<extra_id_0>']]",think,summarize: take exam has subevent <extra_id_0>,8,4
"[['support', 'is a manner of', '<extra_id_0>']]",act,summarize: support is a manner of <extra_id_0>,8,5
"[['mailing letter', 'is used for', '<extra_id_0>']]",communication,summarize: mailing letter is used for <extra_id_0>,7,3
"[['socialize', 'is motivated by', '<extra_id_0>']]",company,summarize: socialize is motivated by <extra_id_0>,7,3
"[['wash cloth', 'is used for', '<extra_id_0>']]",bathing,summarize: wash cloth is used for <extra_id_0>,7,3
"[['knowledgable', 'is a form of', '<extra_id_0>']]",knowledgeable,summarize: knowledgable is a form of <extra_id_0>,11,5
"[['fur coats', 'is a form of', '<extra_id_0>']]",fur coat,summarize: fur coats is a form of <extra_id_0>,10,5
"[['college', 'is used for', '<extra_id_0>']]",finding oneself,summarize: college is used for <extra_id_0>,6,3
"[['debate politics', 'has prerequisite', '<extra_id_0>']]",learn about subject,summarize: debate politics has prerequisite <extra_id_0>,6,2
"[['tab key', 'is a part of', '<extra_id_0>']]",keyboard,summarize: tab key is a part of <extra_id_0>,9,5
"[['setting', 'is a', '<extra_id_0>']]",enduring thing localized,summarize: setting is a <extra_id_0>,6,3
"[['jump rope', 'has prerequisite', '<extra_id_0>']]",tie up,summarize: jump rope has prerequisite <extra_id_0>,6,2
"[['terrorism', 'causes desire', '<extra_id_0>']]",hide,summarize: terrorism causes desire <extra_id_0>,6,2
"[['boredom', 'causes desire', '<extra_id_0>']]",surf,summarize: boredom causes desire <extra_id_0>,6,2
"[['read magazine', 'has prerequisite', '<extra_id_0>']]",buy one,summarize: read magazine has prerequisite <extra_id_0>,6,2
"[['röntgen rays', 'is a form of', '<extra_id_0>']]",röntgen ray,summarize: röntgen rays is a form of <extra_id_0>,15,5
"[['broom', 'is in', '<extra_id_0>']]",cabinet,summarize: broom is in <extra_id_0>,7,2
"[['christmas shop', 'is motivated by', '<extra_id_0>']]",have children,summarize: christmas shop is motivated by <extra_id_0>,7,3
"[['rocks', 'is', '<extra_id_0>']]",dense,summarize: rocks is <extra_id_0>,4,1
"[['revolver', 'is used for', '<extra_id_0>']]",killing people,summarize: revolver is used for <extra_id_0>,7,3
"[['space', 'is', '<extra_id_0>']]",all encompassing,summarize: space is <extra_id_0>,4,1
"[['querulous', 'is a synonym of', '<extra_id_0>']]",huffy,summarize: querulous is a synonym of <extra_id_0>,10,5
"[['middle', 'is distinct from', '<extra_id_0>']]",ending,summarize: middle is distinct from <extra_id_0>,6,3
"[['caroline islands', 'is a part of', '<extra_id_0>']]",micronesia,summarize: caroline islands is a part of <extra_id_0>,11,5
"[['radios', 'is a', '<extra_id_0>']]",band,summarize: radios is a <extra_id_0>,7,3
"[['meet interesting people', 'has prerequisite', '<extra_id_0>']]",have party,summarize: meet interesting people has prerequisite <extra_id_0>,7,2
"[['argument', 'causes', '<extra_id_0>']]",violence,summarize: argument causes <extra_id_0>,4,1
"[['old church slavonic', 'is in', '<extra_id_0>']]",eastern europe,summarize: old church slavonic is in <extra_id_0>,9,2
"[['tight', 'is an antonym of', '<extra_id_0>']]",slack,summarize: tight is an antonym of <extra_id_0>,9,6
"[['chit', 'is a', '<extra_id_0>']]",girl,summarize: chit is a <extra_id_0>,8,3
"[['rear', 'causes', '<extra_id_0>']]",grow up,summarize: rear causes <extra_id_0>,4,1
"[['duty', 'is an antonym of', '<extra_id_0>']]",voluntary,summarize: duty is an antonym of <extra_id_0>,9,6
"[['grooming', 'causes', '<extra_id_0>']]",satisfaction,summarize: grooming causes <extra_id_0>,5,1
"[['funerals', 'is', '<extra_id_0>']]",sad,summarize: funerals is <extra_id_0>,5,1
"[['breathing', 'has subevent', '<extra_id_0>']]",cough,summarize: breathing has subevent <extra_id_0>,7,4
"[['possible', 'is an antonym of', '<extra_id_0>']]",no go,summarize: possible is an antonym of <extra_id_0>,9,6
"[['jewelry', 'is a', '<extra_id_0>']]",ornament,summarize: jewelry is a <extra_id_0>,6,3
"[['catty', 'has context', '<extra_id_0>']]",us,summarize: catty has context <extra_id_0>,7,2
"[['disintegrate', 'is an antonym of', '<extra_id_0>']]",integrate,summarize: disintegrate is an antonym of <extra_id_0>,11,6
"[['microminiaturized', 'is a form of', '<extra_id_0>']]",microminiaturize,summarize: microminiaturized is a form of <extra_id_0>,11,5
"[['having bath', 'has subevent', '<extra_id_0>']]",masturbate,summarize: having bath has subevent <extra_id_0>,8,4
"[['attend school', 'has prerequisite', '<extra_id_0>']]",register,summarize: attend school has prerequisite <extra_id_0>,6,2
"[['rough', 'is distinct from', '<extra_id_0>']]",soft,summarize: rough is distinct from <extra_id_0>,6,3
"[['open bag of chips', 'is motivated by', '<extra_id_0>']]",munch,summarize: open bag of chips is motivated by <extra_id_0>,9,3
"[['singing', 'is', '<extra_id_0>']]",nice,summarize: singing is <extra_id_0>,4,1
"[['eating breakfast', 'has subevent', '<extra_id_0>']]",drink coffee,summarize: eating breakfast has subevent <extra_id_0>,8,4
"[['viola', 'is used for', '<extra_id_0>']]",make music,summarize: viola is used for <extra_id_0>,8,3
"[['sidestep', 'has context', '<extra_id_0>']]",dancing,summarize: sidestep has context <extra_id_0>,6,2
"[['detector', 'is a part of', '<extra_id_0>']]",radio receiver,summarize: detector is a part of <extra_id_0>,8,5
"[['mailing letter', 'causes', '<extra_id_0>']]",anger,summarize: mailing letter causes <extra_id_0>,5,1
"[['ticket booth', 'is used for', '<extra_id_0>']]",theatres,summarize: ticket booth is used for <extra_id_0>,7,3
"[['batman', 'has context', '<extra_id_0>']]",mountaineering,summarize: batman has context <extra_id_0>,6,2
"[['ten commandments', 'has context', '<extra_id_0>']]",religion,summarize: ten commandments has context <extra_id_0>,8,2
"[['bathing', 'is used for', '<extra_id_0>']]",relaxing,summarize: bathing is used for <extra_id_0>,7,3
"[['take examination', 'has subevent', '<extra_id_0>']]",embarassment,summarize: take examination has subevent <extra_id_0>,8,4
"[['serviceman', 'has context', '<extra_id_0>']]",military,summarize: serviceman has context <extra_id_0>,6,2
"[['advance', 'is distinct from', '<extra_id_0>']]",novice,summarize: advance is distinct from <extra_id_0>,6,3
"[['sleeping', 'causes', '<extra_id_0>']]",bedsores,summarize: sleeping causes <extra_id_0>,4,1
"[['cats', 'is capable of', '<extra_id_0>']]",think,summarize: cats is capable of <extra_id_0>,6,3
"[['earning living', 'has subevent', '<extra_id_0>']]",hook,summarize: earning living has subevent <extra_id_0>,8,4
"[['having lunch', 'has subevent', '<extra_id_0>']]",choke,summarize: having lunch has subevent <extra_id_0>,8,4
"[['orchid', 'is a', '<extra_id_0>']]",monocot,summarize: orchid is a <extra_id_0>,6,3
"[['sleep at night', 'has prerequisite', '<extra_id_0>']]",go to sleep,summarize: sleep at night has prerequisite <extra_id_0>,7,2
"[['accost', 'is a synonym of', '<extra_id_0>']]",hook,summarize: accost is a synonym of <extra_id_0>,11,5
"[['vanity', 'causes desire', '<extra_id_0>']]",groom,summarize: vanity causes desire <extra_id_0>,5,2
"[['vermin', 'is a', '<extra_id_0>']]",pest,summarize: vermin is a <extra_id_0>,7,3
"[['people', 'is', '<extra_id_0>']]",sad,summarize: people is <extra_id_0>,4,1
"[['clothes', 'is', '<extra_id_0>']]",purple,summarize: clothes is <extra_id_0>,4,1
"[['clean room', 'is motivated by', '<extra_id_0>']]",stinks,summarize: clean room is motivated by <extra_id_0>,7,3
"[['city hall', 'is used for', '<extra_id_0>']]",meetings,summarize: city hall is used for <extra_id_0>,7,3
"[['town', 'is in', '<extra_id_0>']]",countryside,summarize: town is in <extra_id_0>,5,2
"[['ignorance', 'is distinct from', '<extra_id_0>']]",knowing,summarize: ignorance is distinct from <extra_id_0>,6,3
"[['get warm', 'has prerequisite', '<extra_id_0>']]",turn up heat,summarize: get warm has prerequisite <extra_id_0>,6,2
"[['apple tree', 'is in', '<extra_id_0>']]",summer,summarize: apple tree is in <extra_id_0>,6,2
"[['shariah', 'is a form of', '<extra_id_0>']]",shari,summarize: shariah is a form of <extra_id_0>,12,5
"[['prick', 'is a synonym of', '<extra_id_0>']]",prick up,summarize: prick is a synonym of <extra_id_0>,10,5
"[['cooling off', 'has subevent', '<extra_id_0>']]",sigh,summarize: cooling off has subevent <extra_id_0>,8,4
"[['piano keyboard', 'is a part of', '<extra_id_0>']]",piano,summarize: piano keyboard is a part of <extra_id_0>,9,5
"[['return to work', 'has subevent', '<extra_id_0>']]",work,summarize: return to work has subevent <extra_id_0>,9,4
"[['oliguria', 'has context', '<extra_id_0>']]",medicine,summarize: oliguria has context <extra_id_0>,9,2
"[['express information', 'has prerequisite', '<extra_id_0>']]",talk to,summarize: express information has prerequisite <extra_id_0>,6,2
"[['go to baseball game', 'is motivated by', '<extra_id_0>']]",watch,summarize: go to baseball game is motivated by <extra_id_0>,9,3
"[['fix', 'is a synonym of', '<extra_id_0>']]",pay back,summarize: fix is a synonym of <extra_id_0>,8,5
"[['traveling', 'has subevent', '<extra_id_0>']]",unexpected,summarize: traveling has subevent <extra_id_0>,7,4
"[['head', 'is in', '<extra_id_0>']]",netherlands,summarize: head is in <extra_id_0>,5,2
"[['penny', 'is a part of', '<extra_id_0>']]",big bang theory,summarize: penny is a part of <extra_id_0>,8,5
"[['understated', 'is a form of', '<extra_id_0>']]",understate,summarize: understated is a form of <extra_id_0>,10,5
"[['act in play', 'has subevent', '<extra_id_0>']]",nervousness,summarize: act in play has subevent <extra_id_0>,9,4
"[['standing in line', 'causes', '<extra_id_0>']]",anger,summarize: standing in line causes <extra_id_0>,6,1
"[['anything', 'is capable of', '<extra_id_0>']]",fall down,summarize: anything is capable of <extra_id_0>,6,3
"[['pour out', 'is a manner of', '<extra_id_0>']]",express,summarize: pour out is a manner of <extra_id_0>,9,5
"[['write program', 'has prerequisite', '<extra_id_0>']]",smart,summarize: write program has prerequisite <extra_id_0>,6,2
"[['lucid dream', 'has prerequisite', '<extra_id_0>']]",sleep,summarize: lucid dream has prerequisite <extra_id_0>,8,2
"[['stomata', 'is a form of', '<extra_id_0>']]",stoma,summarize: stomata is a form of <extra_id_0>,12,5
"[['watching tv', 'is used for', '<extra_id_0>']]",learning,summarize: watching tv is used for <extra_id_0>,9,3
"[['playing sport', 'causes', '<extra_id_0>']]",getting tired,summarize: playing sport causes <extra_id_0>,5,1
"[['east coast', 'is a part of', '<extra_id_0>']]",east,summarize: east coast is a part of <extra_id_0>,9,5
"[['say farewell', 'is a manner of', '<extra_id_0>']]",greet,summarize: say farewell is a manner of <extra_id_0>,11,5
"[['cooking meal', 'is used for', '<extra_id_0>']]",feeding family,summarize: cooking meal is used for <extra_id_0>,7,3
"[['light', 'is capable of', '<extra_id_0>']]",polarised,summarize: light is capable of <extra_id_0>,6,3
"[['sating hunger', 'is used for', '<extra_id_0>']]",meal time,summarize: sating hunger is used for <extra_id_0>,9,3
"[['lung', 'is a part of', '<extra_id_0>']]",lower respiratory tract,summarize: lung is a part of <extra_id_0>,8,5
"[['garbage', 'is in', '<extra_id_0>']]",toronto,summarize: garbage is in <extra_id_0>,5,2
"[['evade', 'is a synonym of', '<extra_id_0>']]",shuffle,summarize: evade is a synonym of <extra_id_0>,10,5
"[['helm', 'is in', '<extra_id_0>']]",south tyrol,summarize: helm is in <extra_id_0>,6,2
"[['slowly', 'is an antonym of', '<extra_id_0>']]",quickly,summarize: slowly is an antonym of <extra_id_0>,9,6
"[['losing weight', 'causes', '<extra_id_0>']]",looking better,summarize: losing weight causes <extra_id_0>,5,1
"[['bear down', 'is a manner of', '<extra_id_0>']]",stress,summarize: bear down is a manner of <extra_id_0>,9,5
"[['adjective', 'has context', '<extra_id_0>']]",legal,summarize: adjective has context <extra_id_0>,5,2
"[['backblocks', 'is a form of', '<extra_id_0>']]",backblock,summarize: backblocks is a form of <extra_id_0>,10,5
"[['boredom', 'causes desire', '<extra_id_0>']]",take in film,summarize: boredom causes desire <extra_id_0>,6,2
"[['apply for job', 'is motivated by', '<extra_id_0>']]",employed,summarize: apply for job is motivated by <extra_id_0>,8,3
"[['patrimonial', 'has context', '<extra_id_0>']]",law,summarize: patrimonial has context <extra_id_0>,7,2
"[['improvement', 'is an antonym of', '<extra_id_0>']]",disimprovement,summarize: improvement is an antonym of <extra_id_0>,9,6
"[['bread', 'is in', '<extra_id_0>']]",basket,summarize: bread is in <extra_id_0>,5,2
"[['sponge', 'is a synonym of', '<extra_id_0>']]",freeloader,summarize: sponge is a synonym of <extra_id_0>,8,5
"[['stationery', 'is in', '<extra_id_0>']]",desk,summarize: stationery is in <extra_id_0>,6,2
"[['salvage', 'is a manner of', '<extra_id_0>']]",gather,summarize: salvage is a manner of <extra_id_0>,8,5
"[['wine cellar', 'is used for', '<extra_id_0>']]",storage,summarize: wine cellar is used for <extra_id_0>,7,3
"[['alone', 'is an antonym of', '<extra_id_0>']]",in crowd,summarize: alone is an antonym of <extra_id_0>,9,6
"[['illuminate', 'is a synonym of', '<extra_id_0>']]",bring home,summarize: illuminate is a synonym of <extra_id_0>,8,5
"[['local', 'is distinct from', '<extra_id_0>']]",far,summarize: local is distinct from <extra_id_0>,6,3
"[['skate', 'is motivated by', '<extra_id_0>']]",show off,summarize: skate is motivated by <extra_id_0>,6,3
"[['live', 'is motivated by', '<extra_id_0>']]",finish,summarize: live is motivated by <extra_id_0>,6,3
"[['impending danger', 'causes desire', '<extra_id_0>']]",move car,summarize: impending danger causes desire <extra_id_0>,7,2
"[['atlanta', 'is a part of', '<extra_id_0>']]",american civil war,summarize: atlanta is a part of <extra_id_0>,10,5
"[['ambition', 'causes desire', '<extra_id_0>']]",run marathon,summarize: ambition causes desire <extra_id_0>,5,2
"[['listen to radio', 'has subevent', '<extra_id_0>']]",hearing news,summarize: listen to radio has subevent <extra_id_0>,9,4
"[['barge', 'is a manner of', '<extra_id_0>']]",rush,summarize: barge is a manner of <extra_id_0>,9,5
"[['person', 'is capable of', '<extra_id_0>']]",converse,summarize: person is capable of <extra_id_0>,6,3
"[['cross street', 'has prerequisite', '<extra_id_0>']]",want to,summarize: cross street has prerequisite <extra_id_0>,6,2
"[['buildings', 'is', '<extra_id_0>']]",small,summarize: buildings is <extra_id_0>,4,1
"[['prison', 'is', '<extra_id_0>']]",unpleasant,summarize: prison is <extra_id_0>,4,1
"[['sloppy', 'is a synonym of', '<extra_id_0>']]",slapdash,summarize: sloppy is a synonym of <extra_id_0>,10,5
"[['oarsman', 'is capable of', '<extra_id_0>']]",stay course,summarize: oarsman is capable of <extra_id_0>,10,3
"[['university', 'is used for', '<extra_id_0>']]",cooperation,summarize: university is used for <extra_id_0>,6,3
"[['protect', 'is an antonym of', '<extra_id_0>']]",attack,summarize: protect is an antonym of <extra_id_0>,9,6
"[['plants', 'is capable of', '<extra_id_0>']]",photosynthesis,summarize: plants is capable of <extra_id_0>,6,3
"[['blinking', 'has context', '<extra_id_0>']]",uk,summarize: blinking has context <extra_id_0>,6,2
"[['purity', 'causes', '<extra_id_0>']]",distrust,summarize: purity causes <extra_id_0>,4,1
"[['drop', 'is distinct from', '<extra_id_0>']]",molded,summarize: drop is distinct from <extra_id_0>,6,3
"[['dogs', 'causes desire', '<extra_id_0>']]",jog,summarize: dogs causes desire <extra_id_0>,5,2
"[['foul out', 'has context', '<extra_id_0>']]",baseball,summarize: foul out has context <extra_id_0>,6,2
"[['handle', 'is used for', '<extra_id_0>']]",pick up,summarize: handle is used for <extra_id_0>,6,3
"[['grate', 'is a manner of', '<extra_id_0>']]",supply,summarize: grate is a manner of <extra_id_0>,10,5
"[['religion', 'is', '<extra_id_0>']]",unknowable,summarize: religion is <extra_id_0>,4,1
"[['guadalajara', 'is a part of', '<extra_id_0>']]",mexico,summarize: guadalajara is a part of <extra_id_0>,15,5
"[['program computer', 'has prerequisite', '<extra_id_0>']]",turn on,summarize: program computer has prerequisite <extra_id_0>,6,2
"[['contemplate', 'has subevent', '<extra_id_0>']]",daydream,summarize: contemplate has subevent <extra_id_0>,8,4
"[['killing', 'has subevent', '<extra_id_0>']]",hurting,summarize: killing has subevent <extra_id_0>,7,4
"[['growing vegetables', 'causes', '<extra_id_0>']]",growth,summarize: growing vegetables causes <extra_id_0>,5,1
"[['green', 'is a part of', '<extra_id_0>']]",wyoming,summarize: green is a part of <extra_id_0>,8,5
"[['garden hose', 'is in', '<extra_id_0>']]",front yard,summarize: garden hose is in <extra_id_0>,7,2
"[['going somewhere', 'causes', '<extra_id_0>']]",excitement,summarize: going somewhere causes <extra_id_0>,5,1
"[['wireless communication device', 'is a', '<extra_id_0>']]",communication device,summarize: wireless communication device is a <extra_id_0>,8,3
"[['chicken', 'is an antonym of', '<extra_id_0>']]",tuna,summarize: chicken is an antonym of <extra_id_0>,9,6
"[['suitcase', 'is a', '<extra_id_0>']]",box,summarize: suitcase is a <extra_id_0>,6,3
"[['get angry', 'has subevent', '<extra_id_0>']]",yell,summarize: get angry has subevent <extra_id_0>,8,4
"[['pollination', 'is a', '<extra_id_0>']]",fertilization,summarize: pollination is a <extra_id_0>,8,3
"[['sing', 'has subevent', '<extra_id_0>']]",breathe,summarize: sing has subevent <extra_id_0>,7,4
"[['age', 'is a manner of', '<extra_id_0>']]",change,summarize: age is a manner of <extra_id_0>,8,5
"[['tell story', 'has subevent', '<extra_id_0>']]",persuade,summarize: tell story has subevent <extra_id_0>,8,4
"[['hardboiled', 'is a form of', '<extra_id_0>']]",hard boiled,summarize: hardboiled is a form of <extra_id_0>,9,5
"[['lack of money', 'causes desire', '<extra_id_0>']]",work,summarize: lack of money causes desire <extra_id_0>,7,2
"[['do crossword puzzle', 'is motivated by', '<extra_id_0>']]",solve,summarize: do crossword puzzle is motivated by <extra_id_0>,9,3
"[['pass class', 'is motivated by', '<extra_id_0>']]",graduate school,summarize: pass class is motivated by <extra_id_0>,7,3
"[['adjacent', 'is distinct from', '<extra_id_0>']]",distant,summarize: adjacent is distinct from <extra_id_0>,6,3
"[['sports ball', 'is used for', '<extra_id_0>']]",playing football,summarize: sports ball is used for <extra_id_0>,7,3
"[['account statements', 'is a form of', '<extra_id_0>']]",account statement,summarize: account statements is a form of <extra_id_0>,9,5
"[['anyone', 'is capable of', '<extra_id_0>']]",awesome,summarize: anyone is capable of <extra_id_0>,6,3
"[['private', 'is distinct from', '<extra_id_0>']]",known,summarize: private is distinct from <extra_id_0>,6,3
"[['jogging', 'causes', '<extra_id_0>']]",being tired,summarize: jogging causes <extra_id_0>,7,1
"[['ficus', 'is in', '<extra_id_0>']]",ass,summarize: ficus is in <extra_id_0>,7,2
"[['pass university exams', 'is motivated by', '<extra_id_0>']]",smart,summarize: pass university exams is motivated by <extra_id_0>,8,3
"[['frame', 'is a part of', '<extra_id_0>']]",comic strip,summarize: frame is a part of <extra_id_0>,8,5
"[['send e mail', 'has subevent', '<extra_id_0>']]",type,summarize: send e mail has subevent <extra_id_0>,10,4
"[['tarheel', 'is a form of', '<extra_id_0>']]",tar heel,summarize: tarheel is a form of <extra_id_0>,12,5
"[['pride', 'causes desire', '<extra_id_0>']]",act in play,summarize: pride causes desire <extra_id_0>,5,2
"[['crayons', 'is a form of', '<extra_id_0>']]",crayon,summarize: crayons is a form of <extra_id_0>,9,5
"[['boats', 'is capable of', '<extra_id_0>']]",sink,summarize: boats is capable of <extra_id_0>,6,3
"[['canoe', 'is used for', '<extra_id_0>']]",boating,summarize: canoe is used for <extra_id_0>,8,3
"[['surprising', 'causes', '<extra_id_0>']]",frightened,summarize: surprising causes <extra_id_0>,4,1
"[['theatre', 'is used for', '<extra_id_0>']]",demonstration,summarize: theatre is used for <extra_id_0>,6,3
"[['buy products', 'is motivated by', '<extra_id_0>']]",repair,summarize: buy products is motivated by <extra_id_0>,7,3
"[['pork', 'is distinct from', '<extra_id_0>']]",beef,summarize: pork is distinct from <extra_id_0>,6,3
"[['mice', 'is', '<extra_id_0>']]",small,summarize: mice is <extra_id_0>,4,1
"[['slide', 'has context', '<extra_id_0>']]",geology,summarize: slide has context <extra_id_0>,5,2
"[['take examination', 'has prerequisite', '<extra_id_0>']]",revise,summarize: take examination has prerequisite <extra_id_0>,6,2
"[['future', 'is', '<extra_id_0>']]",uncertain,summarize: future is <extra_id_0>,4,1
"[['humans', 'is capable of', '<extra_id_0>']]",can foods,summarize: humans is capable of <extra_id_0>,6,3
"[['baking', 'causes desire', '<extra_id_0>']]",follow recipe,summarize: baking causes desire <extra_id_0>,5,2
"[['amicable numbers', 'is a form of', '<extra_id_0>']]",amicable number,summarize: amicable numbers is a form of <extra_id_0>,11,5
"[['shoehorn', 'is a manner of', '<extra_id_0>']]",adapt,summarize: shoehorn is a manner of <extra_id_0>,9,5
"[['barbershop', 'is in', '<extra_id_0>']]",shopping mall,summarize: barbershop is in <extra_id_0>,7,2
